chromosome	position	size	N	NA19383:coverage	HG02012:coverage	NA18499:coverage	HG03439:coverage	HG02464:coverage	HG03575:coverage	NA19113:coverage	HG03072:coverage	HG02574:coverage	NA18519:coverage	HG03057:coverage	NA19436:coverage	HG03139:coverage	HG02315:coverage	NA19020:coverage	HG02339:coverage	NA19443:coverage	HG02840:coverage	HG03452:coverage	HG01269:coverage	HG02946:coverage	NA19175:coverage	HG03476:coverage	NA18489:coverage	NA18910:coverage	HG03085:coverage	HG03378:coverage	NA19190:coverage	HG03385:coverage	NA18856:coverage	HG01241:coverage	HG03112:coverage	NA19818:coverage	NA18924:coverage	HG03055:coverage	HG03410:coverage	HG02970:coverage	HG03209:coverage	HG03558:coverage	HG03024:coverage	HG02678:coverage	NA19147:coverage	HG01986:coverage	HG03517:coverage	NA20362:coverage	HG01948:coverage	HG04039:coverage	HG02716:coverage	HG02772:coverage	HG01880:coverage	HG03920:coverage	HG01886:coverage	HG03538:coverage	HG01461:coverage	HG02577:coverage	HG02586:coverage	NA19904:coverage	HG02982:coverage	HG01398:coverage	NA19921:coverage	HG03578:coverage	HG03027:coverage	NA19315:coverage	NA18502:coverage	HG02757:coverage	NA18870:coverage	HG02974:coverage	HG03460:coverage	NA19144:coverage	HG03246:coverage	NA20276:coverage	HG00622:coverage	HG00692:coverage	HG00717:coverage	HG01804:coverage	HG02064:coverage	HG02250:coverage	HG02798:coverage	HG03919:coverage	NA18552:coverage	NA18593:coverage	NA18625:coverage	HG00651:coverage	HG02147:coverage	HG02356:coverage	NA18605:coverage	NA19041:coverage	NA19360:coverage	NA19430:coverage	NA19474:coverage	HG02554:coverage	HG02585:coverage	HG01670:coverage	HG02232:coverage	HG02679:coverage	HG03649:coverage	HG03634:coverage	HG04038:coverage	HG02040:coverage	HG04158:coverage	HG03380:coverage	HG01620:coverage	HG02406:coverage	HG03884:coverage	HG03096:coverage	NA19438:coverage	HG01525:coverage	HG00560:coverage	HG01923:coverage	NA12878:coverage	NA20320:coverage	NA20885:coverage	HG03986:coverage	HG04056:coverage	NA18867:coverage	HG02477:coverage	HG01921:coverage	NA12717:coverage	NA12546:coverage	NA19663:coverage	HG03064:coverage	HG03653:coverage	HG02410:coverage	NA19119:coverage	HG01089:coverage	HG01678:coverage	HG01619:coverage	HG01513:coverage	HG01149:coverage	HG02188:coverage	HG02023:coverage	NA18538:coverage	HG02597:coverage	HG02634:coverage	HG04070:coverage	NA07347:coverage	HG02371:coverage	HG02497:coverage	HG04020:coverage	HG02505:coverage	HG01795:coverage	NA18641:coverage	NA19779:coverage	NA18537:coverage	HG03848:coverage	HG03792:coverage	HG02355:coverage	HG03499:coverage	HG01572:coverage	HG00272:coverage	HG03789:coverage	NA20892:coverage	NA18539:coverage	HG01747:coverage	HG00543:coverage	HG03695:coverage	NA19011:coverage	HG00559:coverage	NA20524:coverage	HG03824:coverage	NA19451:coverage	HG02419:coverage	NA18582:coverage	HG01281:coverage	HG00350:coverage	HG01771:coverage	NA19468:coverage	HG02728:coverage	HG04076:coverage	HG01028:coverage	NA18748:coverage	HG00185:coverage	HG02271:coverage	HG00277:coverage	NA20518:coverage	HG00742:coverage	HG00382:coverage	HG00132:coverage	HG03058:coverage	NA20814:coverage	HG00349:coverage	NA21100:coverage	HG00353:coverage	HG01756:coverage	HG01312:coverage	HG02330:coverage	HG00267:coverage	HG03965:coverage	HG03782:coverage	HG00580:coverage	HG03685:coverage	NA21109:coverage	HG01871:coverage	HG03229:coverage	HG02549:coverage	HG03130:coverage	NA19466:coverage	HG03691:coverage	NA12144:coverage	NA19320:coverage
4	144567151	1600	1600	9968.96	11207.04	19812.8	12212.96	17772.8	4614.08	11424	15708.96	13193.92	18486.4	16096	2762.08	13484	13472.96	11944.96	9579.04	10308.96	9562.08	16964.8	8751.04	15576	10756	20556.8	17129.6	10878.08	19836.8	12511.04	9001.92	8431.04	22033.6	20110.4	13496	13672.96	8908	16113.6	10284.96	11892.96	9454.08	15530.08	11644	16278.4	8983.04	9534.08	15915.04	12328.96	9048.96	10742.08	19020.8	13630.08	8180	10400.96	20187.2	9176.96	9120.96	12455.04	20257.6	15967.04	13336	8154.08	23740.8	4520.96	19659.2	9027.04	7998.08	11809.92	10552.96	13908	16630.4	11184	11160	6334.08	13904	7911.04	11163.04	10552.96	8828.96	8908	16665.6	10229.92	9680	12090.08	6424.96	6316.96	10819.04	9347.04	13884.96	13884	10700.96	5727.04	10642.08	14648.96	19636.8	6734.08	13006.08	15674.08	19451.2	12452	9116	6380	6111.04	7706.08	9456.96	10384.96	16108.8	17963.2	5208.96	12648	5585.92	9959.04	9520	12140.96	10995.04	14788.96	8816.96	20734.4	12764.96	10404	11490.08	13215.04	6554.08	8506.08	13187.04	18905.6	12972	7373.92	12872	13262.08	8181.92	6952	6548	8581.92	11701.92	8532	17678.4	11212	24020.8	8793.92	10596.96	10298.08	11324.96	10951.04	12485.92	14878.08	5848.96	11764	10324.96	8104.96	14116	10126.08	5155.04	14795.04	11651.04	10616.96	11609.92	16713.6	11099.04	13132.96	5088	12470.08	13292.96	5804.96	24776	13728	11496	8388	23337.6	3652	14412	9426.08	12431.04	12407.04	12080	16937.6	8408.96	12047.04	9492.96	11183.04	12570.08	14996.96	7299.04	9479.04	9893.92	17568	21292.8	6216.96	10520	6528.96	10012.96	12139.04	7091.04	17432	9614.08	22238.4	10785.92	13621.92	9568.96	7172.96	6600	17979.2	11456.96
4	144568751	1600	1600	13627.04	15935.04	16233.6	14580.96	16849.6	5255.04	10604.96	14576	14808	21612.8	16905.6	3072.96	12042.08	11776.96	15183.04	13652.96	20273.6	11318.08	13348	10988.96	16856	10881.92	17987.2	20243.2	11685.92	17662.4	14565.92	10320.96	8983.04	20638.4	16326.4	17497.6	22099.2	7380	14069.92	11404	12995.04	8468	16256	13360	14456	8084.96	9950.08	15276.96	10580	9044.96	10299.04	13813.92	16721.6	10115.04	10652	22726.4	12944.96	11945.92	12088.96	18478.4	13508.96	16044.8	6936.96	23523.2	6688.96	18377.6	11900.96	8387.04	14848	12678.08	17004.8	12840	8784.96	12626.08	6475.04	14911.04	8123.04	14760	10804	10068	15255.04	19425.6	7672	9935.04	15352	8515.04	6220	12235.04	11704.96	15175.04	19864	13347.04	6470.08	10767.04	15023.04	14487.04	6704.96	11434.08	12906.08	17260.8	12504	8663.04	9776	5092	6600.96	13363.04	11836	16908.8	18203.2	6707.04	9200.96	5057.92	9401.92	7655.04	15669.92	16043.2	20347.2	11183.04	20342.4	13892.96	12418.08	10336	14419.04	5312	11048.96	16014.4	13646.08	20673.6	7054.08	10040	13502.08	9084	7276.96	6472.96	10976.96	9932	9107.04	14988.96	14241.92	18638.4	8280	15921.92	12723.04	8500	14287.04	13699.04	13134.08	5743.04	12288.96	11732	10007.04	15128.96	8184	4812.96	13287.04	13967.04	7424.96	12684	21712	9728.96	15002.08	9464.96	13908.96	14732	10128	25155.2	17480	10316	14876.96	21249.6	6406.08	12812.96	6956	14556	12420.96	14449.92	17214.4	6767.04	9579.04	10724	10834.08	11324.96	11011.04	8572	14772.96	10608.96	18916.8	20022.4	6781.92	12980	6267.04	18721.6	8821.92	7036.96	14663.04	10544	20664	9359.04	14437.92	7107.04	9759.04	7365.92	15713.92	12221.92
4	144570351	1600	1600	14451.04	11775.04	16329.6	12545.92	16542.4	7892.96	10968.96	12439.04	15620	20665.6	13036	5120.96	10911.04	9404	12348.96	9552	12376	8057.92	16524.8	13280	16539.2	10609.92	21030.4	21878.4	11156	14800.96	13628	11268.96	9536	19742.4	20105.6	13795.04	10399.04	10915.04	12890.08	11371.04	13340.96	9455.04	17579.2	15376.96	16932.8	9701.92	11904	16425.6	9498.08	11751.04	8707.04	14919.04	16705.6	10796.96	9467.04	21905.6	9952.96	8595.04	11124	22958.4	15021.92	14663.04	6575.04	27894.4	9600	18190.4	10884	9878.08	15262.08	11885.92	18724.8	18713.6	11687.04	8748.96	9103.04	12306.08	6992.96	11359.04	11324.96	9683.04	10604	19691.2	8696	11218.08	15764	9323.04	5206.08	10518.08	11456	12968.96	16772.8	11065.92	7411.04	13384.96	15147.04	18910.4	7190.08	11818.08	13239.04	16225.6	11200	7919.04	7992	4929.92	9524	11528.96	12328	18500.8	18379.2	9120.96	11184	5003.04	13164.96	9568	14172.96	10973.92	17804.8	10167.04	20606.4	13339.04	11590.08	13552	13752.96	8563.04	12380.96	15374.08	16886.4	21059.2	6168	11365.92	12412.96	9101.92	7672	6300.96	15188.96	11931.04	9506.08	14395.04	13674.08	19054.4	6473.92	13063.04	13836	9260	9701.92	12223.04	20065.6	5125.92	11508.96	12126.08	9836.96	12812	8737.92	4885.92	15574.08	11264	10764.96	13649.92	17222.4	14107.04	10915.04	7544	14084	17363.2	6984	19382.4	14300.96	11111.04	11911.04	23571.2	5165.92	15453.92	6600	13624.96	9180	13536.96	13616	10296	14412.96	9543.04	10121.92	12520.96	16473.6	9852.96	9940.96	10103.04	23028.8	20956.8	8592.96	9990.08	8315.04	13600.96	9580	8028	17649.6	8393.92	20518.4	14543.04	14092.96	9084.96	8104.96	9731.04	17540.8	10367.04
4	144571951	1600	1600	10398.24	8703.2	18198.4	8683.04	14426.08	7155.52	10430.24	11596.8	13569.76	16793.6	11670.4	4771.52	7608	10020.48	10403.04	6712.32	12556.48	6763.52	15896.64	9896.96	11639.52	13746.72	11533.76	19700.8	11450.56	12584.96	10910.24	7580.64	8607.04	15798.08	18320	10549.12	9914.72	10100	10747.36	8144.96	7054.56	7453.6	17312	10165.44	15644.8	9617.76	9826.88	13817.92	9579.84	6163.68	9503.84	14912	16256	8939.52	9134.4	25870.4	8104.48	10693.92	10920.8	21051.2	15688.8	11002.88	8906.24	23811.2	4257.12	16979.2	9311.36	8243.52	14515.2	11055.04	14525.92	12676.48	10825.76	8282.72	6651.84	15060.48	6932.16	10355.52	8120	10185.6	9652.32	18473.6	8288.64	8583.2	10918.56	10300.8	4207.2	12463.84	8656.8	15673.28	7466.72	10791.36	8097.44	12416.32	11410.24	18484.8	7214.88	11429.28	10838.88	14268.16	13124.32	8154.4	8965.76	6084	8066.56	8870.72	10638.08	12536.32	16574.4	6436.8	10204.64	6331.04	10562.08	8452.64	11189.28	10633.44	15297.92	8338.56	19550.4	12121.76	13034.08	11708.32	11052.64	8004.8	9468.16	15693.6	16320	19974.4	8359.84	11271.2	7080.64	8985.92	9225.76	6473.6	11486.24	12181.12	7637.76	13207.36	10188	21702.4	6929.76	7804	11133.44	11090.72	11386.56	14581.76	16960	5649.28	10837.76	9129.6	8163.84	13596.96	7144.8	3915.04	17036.8	9571.52	10619.2	11521.92	17848	9387.36	11975.68	7946.56	10727.2	13405.76	6126.88	13677.76	13268	10294.88	6136.32	18667.2	3557.6	13256.16	6295.52	11245.12	8705.6	10458.72	13271.52	7179.2	11592	10816.32	10335.2	11456.64	13601.76	8829.12	8860	11052.64	20304	21036.8	9007.2	6883.52	10435.04	12536.32	7755.36	4405.6	14971.36	5234.72	23523.2	11760.64	14155.36	6514.08	6407.2	6023.52	14626.88	8740
4	144573551	1600	1600	13457.28	11482.24	16422.4	11821.92	14671.84	7427.04	9078.08	12273.92	14428.16	23771.2	15118.72	5154.24	7710.4	11931.2	11339.52	7567.68	12877.12	8124.96	16401.6	9064.64	18281.6	11038.56	16225.6	17120	12395.84	15827.04	10273.92	9403.2	6089.6	20184	15933.28	12085.44	16068.8	9538.56	10540.64	12121.92	9913.6	10010.4	18355.2	8836.48	15066.72	9033.28	9844.8	16233.6	8884.32	9960.48	8257.28	15809.44	15165.6	10284.32	10414.56	21843.2	8648.96	6812.48	12071.84	18940.8	14966.72	12344.8	8054.24	21070.4	6993.76	18760	9224	8267.68	15805.28	13101.12	14288.48	14143.68	7544.8	9663.52	6647.84	17768	6485.44	10533.28	10283.36	8269.76	7411.52	16014.4	8406.24	11186.4	11847.84	8732.32	4188.48	9878.08	9613.6	13956.32	14376	11215.68	8422.88	12527.04	14567.68	19854.4	5727.04	11592.64	12316.64	12296.8	13263.52	8464.64	9769.76	5993.76	6486.4	12371.84	11212.48	14980.16	16118.4	6065.6	10533.28	4490.56	10192.64	7003.2	10755.2	11290.56	16225.6	6863.52	22390.4	11175.04	13601.12	10789.6	15929.12	6443.68	11454.24	14102.08	19393.6	17372.8	7136.48	9294.72	8610.4	7305.28	7394.72	5151.04	10708.32	9708.32	7283.36	16923.2	11286.4	21347.2	7957.28	10643.68	8981.28	9567.68	10904.16	12167.68	13551.04	4843.68	12344.8	8965.6	11079.2	15289.6	8120.8	5620.8	15684.32	10419.84	9232.32	11902.08	16033.6	8991.68	13146.88	6824.96	14410.4	12107.36	7776	21297.6	11020.8	10335.36	9435.36	23536	5324	13215.68	6891.68	8694.72	9205.28	14909.44	15097.92	7851.04	14448.96	10201.12	12075.04	10433.28	12737.44	9086.4	11786.4	11279.2	17808	20030.4	8444.8	10521.92	7473.92	11820.8	8417.76	5260.48	13130.24	7439.52	19672	11669.76	13822.88	7077.12	8042.72	6208.32	15986.4	8354.24
4	144575151	1600	1600	11236.96	10728	19096	9767.04	16105.6	9735.04	7420	12180	14696.96	18633.6	15123.04	4431.04	11421.92	10716.96	11520	10108.96	11503.04	8498.08	19529.6	9668	12864.96	11221.92	18328	17385.6	12673.92	14816.96	15620	7328.96	6908.96	18236.8	15702.08	13206.08	11219.04	10049.92	13928	12684	9792.96	10260	16406.4	15520	14556.96	11020.96	10979.04	14968	11504	10823.04	7692.96	18305.6	14392	8967.04	12932	20454.4	7392	7471.04	12824	21232	13563.04	11621.92	7037.92	21796.8	5416	20281.6	10067.04	8445.92	14455.04	12528.96	15227.04	14268	9155.04	9680.96	4824.96	16222.4	6516	8679.04	7962.08	9516	11056	17771.2	9767.04	13580.96	11764.96	7456.96	4264.96	8180	11796	14960	18073.6	11167.04	5371.04	13400.96	11436	18060.8	6040.96	10032	16214.4	14346.08	13330.08	6600	11381.92	5596.96	7937.92	11198.08	10192.96	15627.04	15648.96	5302.08	10044	4838.08	14344.96	10036	10190.08	10911.04	17025.6	8403.04	19254.4	10072	10148.96	9514.08	14244	7176	13116.96	14416.96	15646.08	19179.2	7543.04	10580.96	10796.96	12334.08	7627.04	4248.96	12732	10416	6744.96	16259.2	10880.96	22440	6382.08	10396	9100	8503.04	9154.08	12036	13388	5370.08	9272.96	10671.04	8506.08	11868.96	8807.04	4953.92	12576	13825.92	11272.96	11895.04	14269.92	9842.08	14330.08	7492	11120.96	10884.96	6993.92	20726.4	14009.92	9614.08	8314.08	20918.4	4088.96	12808	7342.08	13400	9608.96	13655.04	19264	6400	11880	11065.92	10185.92	11156.96	14307.04	8248	10535.04	10568.96	18443.2	24864	11416	9092	9043.04	11335.04	11264	5060.96	18766.4	10104.96	19609.6	10388.96	16262.4	7867.04	9426.08	7363.04	16401.6	9498.08
4	144576751	1600	1600	13252	10154.08	15827.04	11293.92	14748.96	7332.96	9171.04	14596	15340.96	18292.8	14948.96	4412	8699.04	7509.92	7028	6435.04	8026.08	7470.08	15432.96	8444	10932	11684.96	16323.2	20652.8	6640.96	17452.8	11280.96	8578.08	6896.96	17318.4	18206.4	14224	6780.96	11824.96	13980	11657.92	8908	6234.08	15760.96	9092.96	18924.8	9559.04	10185.92	14204.96	11483.04	8391.04	9134.08	14697.92	16566.4	8937.92	9748.96	25030.4	7620	10085.92	11020.96	22494.4	10809.92	14731.04	7328.96	24032	5356	21376	9565.92	8151.04	17003.2	14627.04	17494.4	11720.96	10776.96	12255.04	9116.96	15920	6960	11148.96	7406.08	9356	10791.04	14367.04	7256	9908	9501.92	6424	6216.96	12411.04	8193.92	13436	10787.04	10300	6225.92	11556.96	13784	18235.2	5463.04	10452	15692.96	16499.2	15552	7452.96	7916.96	5368	8180.96	8921.92	9127.04	18697.6	16830.4	5946.08	12780.96	7373.92	11152	9840.96	11784	7947.04	20070.4	7944.96	13024	9555.04	10495.04	11696	14964.96	6367.04	11652	10835.04	13828.96	14846.08	8523.04	13091.04	9532.96	7334.08	7412	6642.08	7376	11952	5525.92	20147.2	9326.08	23254.4	7764.96	6320.96	7564.96	8731.04	10600.96	9663.04	18654.4	6467.04	10380.96	7900.96	7981.92	12347.04	6492.96	5248	15884	9136	11595.04	9408.96	14524.96	7688.96	10464	7014.08	13220.96	11592.96	3166.08	14940.96	10844.96	10070.08	5636.96	20310.4	3921.92	17564.8	8432.96	10348.96	6476.96	7408	13363.04	6552	10054.08	10931.04	14536.96	15072	16236.8	8904	4536	8221.92	18457.6	29395.2	8704.96	8680.96	8337.92	14392	12735.04	6888.96	18201.6	3943.04	22659.2	10220.96	15376.96	7359.04	3952	8000.96	16200	8329.92
4	144578351	1600	1600	12583.04	13364	18134.4	13041.92	15260.96	6648.96	9640	11660.96	14330.08	24054.4	15509.92	4931.04	8284	12528	16281.6	8608.96	14943.04	13125.92	15684.96	12618.08	17568	12375.04	19249.6	19596.8	12320.96	13688	13244	11176.96	8395.04	27052.8	16902.4	17219.2	11832	10872.96	16736	15980.96	12865.92	7645.92	20609.6	12152	17681.6	8747.04	11008.96	14506.08	8452.96	12729.92	10506.08	11420.96	17550.4	11070.08	11464.96	24115.2	10849.92	9001.92	12401.92	21593.6	14499.04	18241.6	10708.96	24099.2	6216	21225.6	12112	10360	12528	12078.08	15956.96	16209.6	9312.96	13808	8607.04	15219.04	7563.04	10679.04	10212.96	9551.04	11129.92	15379.04	8447.04	11565.92	14196.96	11308.96	5285.92	12858.08	11254.08	17009.6	15397.92	13969.92	5996	13002.08	16206.4	15246.08	7651.04	12196	12821.92	15895.04	13303.04	9272.96	12351.04	3720	9068.96	14952.96	10839.04	20438.4	17747.2	7604	9150.08	5789.92	13230.08	7470.08	11719.04	12052.96	14535.04	9178.08	20638.4	11552	11473.92	10507.04	13350.08	6249.92	11984	14000.96	15944	23294.4	8124.96	13095.04	14120.96	7751.04	10040	5907.04	12023.04	10952.96	6379.04	16385.6	8593.92	23958.4	8292	12293.92	12267.04	7460	11367.04	13408	12960	5831.04	9648.96	8023.04	8060	12536	11660	5256.96	14632.96	10412	11273.92	12414.08	18353.6	11934.08	11535.04	6954.08	13247.04	13246.08	8454.08	20566.4	14600.96	12531.04	12624	22576	5993.92	12987.04	9478.08	11904	12491.04	12636.96	15062.08	8836.96	12719.04	10321.92	11803.04	15727.04	13583.04	10764	12139.04	8181.92	21430.4	23862.4	8331.04	11440	7059.04	16088	11972	7045.92	15086.08	7964	21761.6	9737.92	14652.96	9049.92	9998.08	5965.92	16379.2	8767.04
4	144579951	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	144581551	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	144583151	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	144584751	1600	1600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	144586351	1600	1600	12443.84	13505.12	13552	12164.32	14987.68	7325.44	10726.56	11440.8	11700.96	19374.4	15539.84	6860.16	9513.28	11754.08	14379.52	8684.64	11111.2	10603.04	12693.92	11640.8	16643.2	13936.8	18260.8	18022.4	5938.72	16723.2	12074.56	7451.04	9831.68	16747.2	16243.2	15341.76	8599.04	10129.6	12180.64	11542.88	11146.88	7309.12	16217.6	11982.72	15190.88	8053.12	11379.52	12831.68	11984.64	10410.24	7723.52	14984.64	16539.2	7389.76	13182.72	27136	8989.76	8904.16	9775.52	21417.6	11429.6	16262.4	6328.64	25284.8	4212.32	20576	8285.76	9085.76	14492.8	15948.96	16745.6	13786.72	11522.4	8208.16	7997.92	14337.76	7164.32	11016.32	9648.96	9474.56	11290.88	20980.8	6665.28	9737.76	12891.84	9583.68	5267.36	10675.52	12254.08	16435.2	13261.28	8958.24	6866.4	13610.24	14386.72	18302.4	5082.72	7962.24	15272.48	14718.4	13508.16	8366.4	7796.96	3535.68	9099.04	10761.28	11824.48	18334.4	18259.2	8456.16	12950.08	4350.08	10187.68	8950.08	13191.84	12270.4	18406.4	8964.32	12593.92	11733.6	13849.92	9293.92	10421.44	7551.04	10274.56	13841.76	15980.64	21982.4	6337.76	9709.12	12226.56	7188.8	9718.4	6463.2	5568.32	10870.4	5344.96	19961.6	13455.04	21801.6	9631.68	10178.56	11866.4	10916.32	9097.92	14878.56	17646.4	7179.52	7225.44	10285.76	10772.48	14077.6	4943.84	5431.68	15742.88	9882.72	9805.12	11592.8	15771.36	6896.96	9916.32	5368.32	11079.52	14414.24	6909.12	17972.8	13566.4	11176.48	9823.52	25571.2	3783.68	14030.56	6746.88	11185.76	7366.4	10490.88	14848.96	8235.68	14521.44	8091.84	8704.16	14045.92	14482.72	6140.8	8357.12	13426.56	21652.8	25665.6	10148.96	9900.96	7088.8	13532.64	10782.72	6010.24	19524.8	6989.76	22236.8	13725.44	15703.04	6979.52	6300.96	6238.72	14657.12	11660.16
4	144587951	1600	1600	10811.04	7720	17499.2	10152.96	17318.4	5620.96	7115.04	8437.92	13781.92	17526.4	14847.04	4551.04	8483.04	6312.96	6004.96	4580.96	7852	6168	16376	7609.92	7019.04	13116	12783.04	15767.04	6800	17107.2	12239.04	8575.04	4452	11288.96	17659.2	8618.08	6172.96	12619.04	7273.92	8979.04	4997.92	7728.96	15912.96	4835.04	12064	6020	10273.92	12256	9508	6268	8399.04	16920	13713.92	7692	7334.08	23776	6214.08	6220	7083.04	17990.4	11308.96	10076.96	7988	20940.8	3079.04	19576	8263.04	7137.92	17646.4	18803.2	14603.04	11954.08	9976	8552.96	4685.92	16537.6	6864	9320	7312.96	9232	11016	18171.2	6152.96	9904.96	10216	9681.92	5384	9435.04	10460	16043.2	7632	10451.04	5523.04	9800	12692.96	17422.4	3428.96	11100	15809.92	15296.96	11820	5923.04	3982.08	3856	5738.08	6992	8188	17558.4	17438.4	7568	12916	7688.96	8134.08	7332.96	12144.96	6855.04	14420.96	7437.92	17182.4	9721.92	10232.96	14307.04	11390.08	7778.08	10484	10284.96	18985.6	11900.96	6827.04	10929.92	6153.92	3552	9304	3960.96	7036.96	12452	7140.96	14908.96	10098.08	23257.6	6676.96	5076.96	5340	9476	7976.96	9139.04	15419.04	6063.04	7852.96	9952	6868.96	13080	3760	1767.04	15486.08	7104	11847.04	9336.96	14427.04	8119.04	10772	5457.92	15271.04	12418.08	2942.08	15116	10914.08	10675.04	4551.04	26153.6	2740	16630.4	5482.08	8672.96	4995.04	6876.96	13296.96	6875.04	11384.96	8623.04	8314.08	12560.96	11701.92	7054.08	4084	11042.08	15855.04	26107.2	4989.92	5844	9679.04	11081.92	7657.92	4500	17860.8	4899.04	22064	8852	13147.04	6185.92	3634.08	5051.04	12421.92	8583.04
